City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
368,hambantota,6.1241,81.1185,298.28,83,100,3.28,LK,1667520725
369,salekhard,66.53,66.6019,257.12,92,5,0.51,RU,1667520726
370,vavoua,7.3819,-6.4778,295.13,87,100,1.52,CI,1667520726
371,ngunguru,-35.6167,174.5,292.07,67,65,4.65,NZ,1667520727
372,mpika,-11.8343,31.4529,291.43,48,43,2.16,ZM,1667520728
373,zenzeli,45.9241,47.0474,275.88,66,8,3.5,RU,1667520728
374,aswan,24.0934,32.907,292.53,37,36,4.11,EG,1667520729
375,los llanos de aridane,28.6585,-17.9182,293.01,62,75,3.6,ES,1667520729
376,ola,59.5833,151.2833,271.01,88,100,10.9,RU,1667520729
377,soltsy,58.1239,30.3238,275.8,82,92,1.23,RU,1667520730
378,oum hadjer,13.2954,19.6966,295.9,18,100,4.29,TD,1667520730
379,ibipeba,-11.6408,-42.0111,295.13,87,100,4.64,BR,1667520731
380,necochea,-38.5473,-58.7368,285.79,61,0,7.61,AR,1667520731
381,palmer,42.1584,-72.3287,286.93,81,1,2.24,US,1667520732
382,morehead,37.2711,-87.1764,290.92,73,0,0.0,US,1667520732
383,kloulklubed,7.0419,134.2556,301.93,70,79,1.75,PW,1667520732
384,sao filipe,14.8961,-24.4956,300.67,53,99,3.5,CV,1667520707
385,lagos,6.5833,3.75,297.92,93,84,1.38,NG,1667520034
386,bairiki,1.3292,172.9752,303.15,66,40,3.09,KI,1667520733
387,port blair,11.6667,92.75,298.82,74,76,2.47,IN,1667520734
388,paragominas,-2.9667,-47.4833,296.04,97,99,1.73,BR,1667520734
389,kendari,-3.945,122.4989,302.2,73,69,0.83,ID,1667520734
390,yulara,-25.2406,130.9889,294.95,24,0,7.71,AU,1667520735
391,namanyere,-7.5167,31.05,293.57,48,87,0.23,TZ,1667520624
392,chornukhy,50.2673,32.942,278.93,87,100,0.59,UA,1667520735
393,santa rosa,14.3122,121.1114,302.64,82,30,1.39,PH,1667520532
394,gazojak,41.1875,61.4036,285.19,47,45,4.23,TM,1667520736
395,tuyen quang,21.8233,105.2181,291.86,77,67,1.0,VN,1667520736
396,dno,57.8277,29.9637,274.81,88,92,1.04,RU,1667520737
397,thurso,58.5927,-3.5259,281.96,78,75,5.72,GB,1667520737
398,bara,10.3744,10.7288,298.25,25,97,4.07,NG,1667520601
399,kanniyakumari,8.0833,77.5667,298.79,82,86,1.76,IN,1667520738
400,kargasok,59.0556,80.8572,269.53,93,92,2.15,RU,1667520739
401,berlevag,70.8578,29.0864,280.15,81,75,12.86,NO,1667520739
402,paoua,7.2427,16.4406,294.04,65,100,1.25,CF,1667520739
403,pontianak,-0.0333,109.3333,297.14,88,40,2.06,ID,1667520740
404,borsec,46.95,25.5667,273.86,92,37,0.53,RO,1667520740
405,ayan,56.45,138.1667,268.2,67,100,7.85,RU,1667520741
406,filingue,14.3521,3.3168,301.0,22,37,3.49,NE,1667520741
407,klaksvik,62.2266,-6.589,280.66,92,100,7.8,FO,1667520742
408,buritizeiro,-17.3511,-44.9622,289.62,93,100,2.79,BR,1667520742
409,den helder,52.9599,4.7593,284.81,84,75,6.71,NL,1667520668
410,belyy yar,53.6039,91.3903,270.09,100,100,1.0,RU,1667520743
411,katherine,-14.4667,132.2667,300.33,61,90,4.63,AU,1667520744
412,oliveira do hospital,40.3618,-7.8601,284.94,93,97,0.72,PT,1667520744
413,ishigaki,24.3448,124.1572,298.13,84,100,11.63,JP,1667520745
414,carutapera,-1.195,-46.02,299.0,84,51,3.4,BR,1667520745
415,carndonagh,55.25,-7.2667,279.99,87,15,3.04,IE,1667520745
416,shahkot,31.0775,75.3372,293.27,44,42,1.19,IN,1667520551
417,kawalu,-7.3817,108.2082,296.35,92,100,0.6,ID,1667520746
418,yeppoon,-23.1333,150.7333,297.03,55,0,6.58,AU,1667520473
419,pierre,44.3683,-100.351,276.96,56,75,6.69,US,1667520746
420,dingle,10.9995,122.6711,300.74,85,79,3.28,PH,1667520747
421,esil,51.9556,66.4042,275.63,98,100,4.9,KZ,1667520747
422,kinablangan,7.6947,126.5503,301.04,79,85,0.79,PH,1667520748
423,westport,41.1415,-73.3579,288.05,80,0,2.57,US,1667520748
424,faanui,-16.4833,-151.75,298.11,82,96,9.39,PF,1667520749
425,coahuayana,18.7333,-103.6833,299.98,83,13,1.58,MX,1667520749
426,burnie,-41.0667,145.9167,287.56,55,1,2.13,AU,1667520749
427,los aquijes,-14.0967,-75.6908,294.35,57,5,1.63,PE,1667520750
428,romny,50.751,33.4747,278.27,92,100,2.68,UA,1667520750
429,agadez,19.75,10.25,292.08,25,0,4.26,NE,1667520750
430,arlit,18.7369,7.3853,296.33,22,1,4.19,NE,1667520751
431,dandong,40.1292,124.3947,274.44,32,0,2.46,CN,1667520557
432,cervo,43.6702,-7.4101,289.24,75,65,6.51,ES,1667520751
433,alofi,-19.0595,-169.9187,298.05,82,99,8.79,NU,1667520546
434,george,-33.963,22.4617,290.36,94,100,2.4,ZA,1667520752
435,turkistan,43.0,68.0,283.34,61,75,2.62,KZ,1667520752
436,nuevo progreso,23.1667,-97.95,298.65,64,70,0.89,MX,1667520753
437,jalu,29.0331,21.5482,290.56,63,88,3.69,LY,1667520753
438,naifaru,5.4444,73.3657,300.38,76,46,4.74,MV,1667520753
439,vradiyivka,47.862,30.5919,280.78,82,47,3.44,UA,1667520754
440,san jose de gracia,20.6667,-102.5833,293.14,48,4,1.84,MX,1667520754
441,kesan,40.8558,26.6303,284.95,91,20,2.02,TR,1667520755
442,yar-sale,66.8333,70.8333,257.61,94,5,1.45,RU,1667520755
443,inzer,54.2167,57.5556,270.29,90,71,0.62,RU,1667520756
444,ancud,-41.8697,-73.8203,284.5,93,14,2.45,CL,1667520756
445,atherton,53.5237,-2.4935,279.9,72,63,0.89,GB,1667520756
446,asfi,32.2994,-9.2372,291.39,81,40,5.47,MA,1667520757
447,rayagada,19.1667,83.4167,293.78,97,9,1.11,IN,1667520757
448,marsh harbour,26.5412,-77.0636,299.16,68,3,6.08,BS,1667520757
449,ashqelon,31.6693,34.5715,291.94,64,0,1.73,IL,1667520758
450,majene,-3.5403,118.9707,301.47,74,90,1.55,ID,1667520758
451,huarmey,-10.0681,-78.1522,291.02,81,8,2.96,PE,1667520759
452,krasnokamensk,50.0979,118.0369,265.1,76,80,2.41,RU,1667520759
453,nakamura,32.9833,132.9333,291.01,62,34,2.65,JP,1667520759
454,narsaq,60.9167,-46.05,278.27,57,100,8.16,GL,1667520760
455,bongandanga,1.5,21.05,293.57,99,99,0.18,CD,1667520761
456,sao jose da coroa grande,-8.8978,-35.1478,298.65,79,47,5.29,BR,1667520761
457,saint-joseph,-21.3667,55.6167,296.74,78,90,3.29,RE,1667520761
458,makat,47.6469,53.3463,274.52,79,85,4.5,KZ,1667520762
459,konosha,60.9736,40.257,268.31,95,35,1.45,RU,1667520762
460,san quintin,30.4833,-115.95,289.63,48,10,10.27,MX,1667520763
461,butajira,8.1167,38.3667,286.77,67,63,2.28,ET,1667520763
462,noshiro,40.2039,140.0242,278.61,55,96,4.74,JP,1667520763
463,the valley,18.217,-63.0578,301.07,72,33,5.57,AI,1667520764
464,bambanglipuro,-7.95,110.2833,299.57,86,97,3.61,ID,1667520764
465,tirumullaivasal,11.2333,79.8333,297.69,86,52,3.33,IN,1667520764
466,leh,34.1667,77.5833,272.35,52,9,0.66,IN,1667520765
467,yarmouth,41.7057,-70.2286,287.05,89,0,2.57,US,1667520765
468,puerto ayacucho,5.6639,-67.6236,295.99,86,93,2.04,VE,1667520765
469,maneadero,31.7167,-116.5667,288.76,65,15,3.13,MX,1667520766
470,chunskiy,56.0815,99.6342,268.64,95,100,0.79,RU,1667520766
471,havre,49.5833,0.3333,283.26,93,75,3.6,FR,1667520767
472,rio gallegos,-51.6226,-69.2181,290.18,48,0,1.54,AR,1667520767
473,belmonte,-15.8631,-38.8828,294.66,88,100,8.2,BR,1667520767
474,tallahassee,30.4383,-84.2807,295.19,68,0,2.36,US,1667520269
475,ulaanbaatar,47.9077,106.8832,262.79,84,40,0.72,MN,1667520768
476,lavrentiya,65.5833,-171.0,263.72,74,43,2.99,RU,1667520544
477,catamarca,-28.4696,-65.7852,296.52,19,10,8.11,AR,1667520581
478,flinders,-34.5833,150.8552,293.74,68,40,2.77,AU,1667520769
479,yarada,17.65,83.2667,298.33,94,40,1.03,IN,1667520769
480,paracatu,-17.2222,-46.8747,289.22,87,100,2.9,BR,1667520769
481,soe,-9.8607,124.284,297.46,70,100,1.04,ID,1667520770
482,tocopilla,-22.092,-70.1979,291.2,71,18,3.1,CL,1667520770
483,hervey bay,-25.2986,152.8535,294.55,60,41,6.54,AU,1667520771
484,zyryanka,65.75,150.85,248.92,90,19,2.24,RU,1667520771
485,bonthe,7.5264,-12.505,298.97,80,98,1.07,SL,1667520772
486,mandan,46.8267,-100.8896,274.14,63,100,5.66,US,1667520477
487,oistins,13.0667,-59.5333,301.2,78,20,6.17,BB,1667520772
488,poum,-20.2333,164.0167,299.52,75,4,3.86,NC,1667520773
489,winslow,35.0242,-110.6974,276.25,70,100,7.2,US,1667520773
490,broken hill,-31.95,141.4333,288.9,48,0,4.54,AU,1667520773
491,samarai,-10.6167,150.6667,301.97,72,49,3.34,PG,1667520774
492,port-gentil,-0.7193,8.7815,299.32,80,88,1.68,GA,1667520775
493,lishui,28.4604,119.9103,288.44,94,100,1.76,CN,1667520775
494,hovd,48.0056,91.6419,269.33,78,91,0.62,MN,1667520499
495,cotonou,6.3654,2.4183,300.03,83,40,4.28,BJ,1667520775
496,linjiang,41.8069,126.9078,271.21,34,0,1.11,CN,1667520624
497,jalalpur,32.6374,74.2183,291.45,82,100,0.0,PK,1667520776
498,dzaoudzi,-12.7887,45.2699,298.09,83,75,3.09,YT,1667520776
499,petropavlovsk-kamchatskiy,53.0452,158.6483,273.48,100,100,1.0,RU,1667520557
500,shubarkuduk,49.1447,56.4872,272.65,89,87,6.83,KZ,1667520777
501,bandarbeyla,9.4942,50.8122,298.03,76,6,0.69,SO,1667520778
502,kapit,2.0167,112.9333,296.44,99,100,0.61,MY,1667520562
503,mandalgovi,45.7625,106.2708,268.1,52,0,4.49,MN,1667520778
504,las lomas,8.4333,-82.4,297.91,91,100,2.23,PA,1667520779
505,nuuk,64.1835,-51.7216,272.49,69,75,2.06,GL,1667520672
506,amapa,1.0,-52.0,295.83,99,100,0.89,BR,1667520779
507,kisoro,-1.2854,29.685,287.46,99,100,1.34,UG,1667520780
508,zhezkazgan,47.8043,67.7144,279.39,46,100,5.84,KZ,1667520780
509,springbok,-29.6643,17.8865,283.92,90,0,1.27,ZA,1667520781
510,kamaishi,39.2667,141.8833,283.74,57,94,2.81,JP,1667520781
511,sao joao da barra,-21.6403,-41.0511,292.56,68,100,5.56,BR,1667520781
512,bobrov,51.0961,40.0333,273.11,83,38,1.17,RU,1667520782
513,ewa beach,21.3156,-158.0072,302.51,63,75,6.69,US,1667520783
514,tucumcari,35.1717,-103.725,293.06,21,0,8.75,US,1667520783
515,honningsvag,70.9821,25.9704,278.01,81,20,10.29,NO,1667520746
516,la ronge,55.1001,-105.2842,264.3,95,95,2.74,CA,1667520784
517,wembley,-31.9333,115.8,293.72,70,75,5.14,AU,1667520784
518,xining,36.6167,101.7667,274.25,82,16,0.61,CN,1667520784
519,leiyang,26.4024,112.8591,289.28,84,100,1.78,CN,1667520785
520,broome,42.2506,-75.833,286.26,65,0,0.45,US,1667520785
521,kimberley,-28.7323,24.7623,290.67,72,53,5.98,ZA,1667520785
522,ahmadpur sial,30.6754,71.7483,295.75,38,71,2.93,PK,1667520786
523,leon,21.1167,-101.6667,298.61,32,1,0.32,MX,1667520708
524,aden,12.7794,45.0367,299.55,74,2,5.34,YE,1667520786
525,sayat,38.7839,63.8803,287.87,76,99,2.52,TM,1667520787
526,vila franca do campo,37.7167,-25.4333,294.37,97,67,3.83,PT,1667520705
527,aleksandrov gay,50.147,48.5704,275.28,93,99,3.01,RU,1667520787
528,yuci,37.6803,112.7319,275.01,87,0,4.0,CN,1667520573
529,waipawa,-41.4122,175.5153,290.66,47,0,6.59,NZ,1667520788
530,yinchuan,38.4681,106.2731,279.3,43,41,2.35,CN,1667520788
531,tulagi,-9.0996,160.1476,301.29,74,67,3.99,SB,1667520789
532,simpang,-1.2667,104.0833,297.27,92,100,0.98,ID,1667520789
533,borovskoy,53.8,64.15,273.04,99,100,2.51,KZ,1667520789
534,atar,20.5169,-13.0499,297.89,12,0,2.77,MR,1667520790
535,ouesso,1.6136,16.0517,294.11,96,99,0.68,CG,1667520790
536,hirara,24.8,125.2833,296.3,94,75,8.23,JP,1667520791
537,kabansk,52.0486,106.6528,269.86,82,56,2.45,RU,1667520791
538,corinto,37.9407,22.9573,291.68,46,5,1.09,GR,1667520791
539,tura,25.5198,90.2201,290.58,93,2,1.71,IN,1667520792
540,petukhovo,55.0692,67.9019,272.94,95,99,4.45,RU,1667520792
541,whitley bay,55.0397,-1.4471,279.1,95,0,2.57,GB,1667520743
542,esfarayen,37.0765,57.5101,283.4,69,85,1.59,IR,1667520793
543,mbaiki,3.8678,17.9892,293.72,99,98,0.34,CF,1667520793
544,sayyan,15.1718,44.3244,284.33,45,2,0.54,YE,1667520794
545,sorland,67.667,12.6934,282.07,83,97,5.2,NO,1667520794
546,waitati,-45.75,170.5667,290.26,53,36,2.51,NZ,1667520795
547,ondjiva,-17.0667,15.7333,297.14,32,34,4.98,AO,1667520678
548,ossora,59.2353,163.0719,271.21,96,100,0.77,RU,1667520796
